,Ticker,Start_Date,Start_Price,End_Date,End_Price,Change,Percent_Change,Portfolio_Weight,Weighted_Impact
154,MO,2023-01-01,38.592178507775195,2024-01-01,37.167485667685185,-1.4246928400900103,-3.691662132530239,0.16416770863955,-0.00606051713368884
137,LMT,2023-01-01,455.26237244270925,2024-01-01,439.4659668310308,-15.796405611678438,-3.4697366986256424,0.20854548727749,-0.007235979305394741
184,PEP,2023-01-01,170.10319055738478,2024-01-01,164.2599149647477,-5.84327559263707,-3.43513579815296,0.37714430905654,-0.012955419171097842
205,SBUX,2023-01-01,95.47164301352666,2024-01-01,92.52149324874456,-2.950149764782097,-3.090079600247492,0.17944556478219,-0.0055450107908833505
217,T,2023-01-01,16.128673634003142,2024-01-01,15.659226202588684,-0.46944743141445855,-2.9106387919261376,0.29368551268046,-0.008548124458344625
76,DHR,2023-01-01,235.3370983496035,2024-01-01,228.8728422113132,-6.464256138290295,-2.7468071050520737,0.29699252470853,-0.008157811770167438
102,GLW,2023-01-01,29.96516185834264,2024-01-01,29.16080052205051,-0.8043613362921285,-2.6843216802721366,0.07287766223853,-0.001956270887544361
23,AON,2023-01-01,296.3022412665636,2024-01-01,289.0127449291163,-7.289496337447304,-2.460155652649763,0.13947705690998,-0.0034313526997204
191,PM,2023-01-01,91.55232780781014,2024-01-01,89.34159794874385,-2.2107298590662907,-2.4147172573341145,0.34748504787919,-0.00839078141779451
79,DUK,2023-01-01,94.09685381518746,2024-01-01,91.8830504823779,-2.2138033328095617,-2.352685815784681,0.15048676288662,-0.003540480725067034
178,OXY,2023-01-01,60.58536502721507,2024-01-01,59.22097666800773,-1.3643883592073394,-2.2520098023581325,0.07956475949921,-0.0017918061831448827
169,NSC,2023-01-01,234.34790902350423,2024-01-01,229.08662077424904,-5.261288249255188,-2.245075823880084,0.09530709769936001,-0.002139716608890103
221,TGT,2023-01-01,139.90097692546559,2024-01-01,136.92548792071807,-2.9754890047475158,-2.1268536290012854,0.1083896552633,-0.0023052893164294784
216,SYY,2023-01-01,71.92872861425464,2024-01-01,70.53860896621258,-1.3901196480420595,-1.9326348106291555,0.06802436637534,-0.0013146625842797351
101,GILD,2023-01-01,78.69975508876254,2024-01-01,77.73341465017023,-0.9663404385923116,-1.227882396206204,0.20756019283012,-0.002548595069292695
8,ADP,2023-01-01,230.3809357104434,2024-01-01,228.36627457203068,-2.0146611384127198,-0.8744912560581257,0.21553625543498,-0.001884845707414007
113,HON,2023-01-01,205.00359436284361,2024-01-01,203.40457303484456,-1.5990213279990542,-0.7799967278470668,0.26710623254232,-0.0020834198737056733
186,PG,2023-01-01,142.76631520253488,2024-01-01,141.93931001955448,-0.8270051829804004,-0.579271925458868,0.71207270389399,-0.004124837262513739
2,ABBV,2023-01-01,148.85178437209643,2024-01-01,148.04123703228086,-0.8105473398155709,-0.5445331698472505,0.55822292289272,-0.0030397089768417016
87,EW,2023-01-01,76.01000213623047,2024-01-01,75.69000244140625,-0.31999969482421875,-0.4209968238794321,0.07938273971783,-0.00033419881292054074
213,SRE,2023-01-01,72.36081507305614,2024-01-01,72.22826040436986,-0.13255466868628218,-0.18318570424124406,0.09892562147635998,-0.00018121759637649743
84,EOG,2023-01-01,117.70920511797075,2024-01-01,117.5236319255681,-0.18557319240265713,-0.15765393387600535,0.12045879742903,-0.00018990803284659418
141,LVS,2023-01-01,47.79316980550544,2024-01-01,47.78465768847295,-0.008512117032495325,-0.017810321154958817,0.06815560484848,-1.213873210861897e-05
192,PNC,2023-01-01,145.47837866755276,2024-01-01,146.99504275778727,1.5166640902345137,1.0425357390739107,0.13760418389788,0.0014345727955963866
208,SLB,2023-01-01,50.234497690266785,2024-01-01,50.79774240243105,0.5632447121642628,1.1212309031874614,0.09357164593759,0.0010491542108734138
4,ABT,2023-01-01,105.66831495871392,2024-01-01,106.8556436451628,1.187328686448879,1.1236373807160498,0.35645619125812,0.004005275010852932
55,CMI,2023-01-01,229.83607336378319,2024-01-01,232.71725395852036,2.881180594737174,1.2535806727679595,0.08672331010134,0.0010871466542150218
210,SO,2023-01-01,65.62844070356962,2024-01-01,66.63180248765221,1.0033617840825855,1.5288520850503937,0.16333917228083,0.0024972143411195243
77,DIS,2023-01-01,87.89419453574229,2024-01-01,89.29057417229411,1.3963796365518277,1.5887051971151385,0.36500608043532,0.005798870569662192
156,MRK,2023-01-01,104.55105056865827,2024-01-01,106.25968011587294,1.7086295472146702,1.634253829035051,0.44623948969961,0.007292685947082349
231,UNH,2023-01-01,509.3662663241697,2024-01-01,518.7185191805676,9.352252856397854,1.83605658142385,0.8280689142367299,0.015203813798568496
241,VZ,2023-01-01,34.129501838677946,2024-01-01,34.7570070423227,0.6275052036447519,1.8386005357207382,0.30241609517909,0.005560223946068487
83,EMR,2023-01-01,92.19982217625756,2024-01-01,94.33407779793636,2.134255621678804,2.314815334023928,0.12714983722344,0.0029432839292346533
183,PEG,2023-01-01,57.35277963856245,2024-01-01,58.957133100717215,1.6043534621547622,2.7973421205831817,0.07624521242466001,0.002132839442083136
235,USB,2023-01-01,40.00958619437755,2024-01-01,41.21364443560392,1.2040582412263703,3.0094243798891718,0.13449662723025,0.004047574289995802
20,AMT,2023-01-01,200.16706724037843,2024-01-01,207.3870955459913,7.220028305612857,3.6070010942121686,0.15446400564815999,0.005571518373893077
31,BAC,2023-01-01,31.22977329288914,2024-01-01,32.35720154498234,1.1274282520931997,3.610107065202133,0.60974392415119,0.02201240848542285
51,CL,2023-01-01,74.72375813942611,2024-01-01,77.47254166666751,2.7487835272414003,3.6785937908964375,0.13527545081791,0.004976234334394801
134,LHX,2023-01-01,198.50390421765334,2024-01-01,206.28339265802,7.779488440366663,3.9190606708856954,0.07287110363103,0.0028558627628440547
229,TXN,2023-01-01,156.48381231724937,2024-01-01,162.96738227580934,6.483569958559968,4.143284766999045,0.30668986069218,0.012707034279989687
226,TRV,2023-01-01,179.26366289021766,2024-01-01,186.80195624397973,7.5382933537620715,4.205142990065185,0.09833502255493999,0.004135128307748078
57,COP,2023-01-01,108.48094795310779,2024-01-01,113.0604410913082,4.579493138200419,4.221472271960567,0.22137070424282,0.009345102897854481
44,CB,2023-01-01,213.46329733815924,2024-01-01,223.39208217644875,9.928784838289516,4.651284301376067,0.19813127338562,0.00921564881510184
129,KMI,2023-01-01,15.766877665971736,2024-01-01,16.54451141564748,0.7776337496757453,4.932071943159956,0.10731975477909,0.005293087514927564
180,PAYX,2023-01-01,109.13098015405025,2024-01-01,114.57639394736991,5.445413793319659,4.9897964680907885,0.09039385321586,0.004510469295136154
131,KR,2023-01-01,42.238950853461525,2024-01-01,44.41598792302386,2.1770370695623384,5.154098351341811,0.08051995804427,0.004150077830060838
214,STZ,2023-01-01,223.71017473944582,2024-01-01,235.41948853729076,11.709313797844942,5.234144495878529,0.0743662671737,0.0038924378800625397
111,HES,2023-01-01,136.4940066100107,2024-01-01,143.79549177599793,7.301485165987231,5.349308257064327,0.07106126694322,0.0038012862201681906
103,GM,2023-01-01,33.22843760891964,2024-01-01,35.183780043712424,1.955342434792783,5.884545213368391,0.10249673167953999,0.006031466517907413
29,AZO,2023-01-01,2441.510009765625,2024-01-01,2590.0,148.489990234375,6.081891519610417,0.09839571546666,0.00598432067462679
14,ALL,2023-01-01,128.84455975921932,2024-01-01,137.45488514759145,8.610325388372132,6.682723278703298,0.09221471425966,0.0061624541762200285
98,GD,2023-01-01,236.09285136376653,2024-01-01,253.18184569940576,17.088994335639228,7.238251491701836,0.1304237614451,0.009440399858333596
237,VLO,2023-01-01,117.32810846440843,2024-01-01,125.91958274677496,8.591474282366534,7.322605294512835,0.06754606702673,0.004946131880334519
63,CSCO,2023-01-01,44.66832536004455,2024-01-01,48.56738854618105,3.8990631861365017,8.728921791243561,0.4193244088571,0.036602499700730644
12,AIG,2023-01-01,60.6177137216996,2024-01-01,65.9399960364736,5.322282314774,8.780077617590447,0.08157558434562,0.007162399622548398
148,MDT,2023-01-01,72.93093894975625,2024-01-01,79.39859886283705,6.467659913080794,8.868197785766215,0.18693636412372,0.016577886504011607
193,PRU,2023-01-01,89.55134874202955,2024-01-01,97.8236734447556,8.272324702726053,9.23752106353655,0.07545419277472999,0.006970096950887157
80,EA,2023-01-01,122.01584575247601,2024-01-01,134.60283750476768,12.586991752291667,10.315866496410566,0.06974124769787,0.007194414005443277
147,MDLZ,2023-01-01,63.28730644734164,2024-01-01,70.4586998791032,7.171393431761551,11.331487835919397,0.14287891082413,0.016190306400130413
110,HD,2023-01-01,301.4429138679556,2024-01-01,335.98061835569786,34.537704487742246,11.457461064376249,0.70164908687495,0.08039117093724887
138,LOW,2023-01-01,192.83529944730557,2024-01-01,215.19580333826522,22.36050389095965,11.595648698681286,0.25165297417959,0.02918079482564838
182,PCG,2023-01-01,15.934261255847392,2024-01-01,17.827614978683563,1.8933537228361708,11.88228115778739,0.07821768047099001,0.009294044708662791
246,WMT,2023-01-01,46.24845782963835,2024-01-01,51.795832496371695,5.547374666733347,11.994723558497359,1.33315249578394,0.15990795648249176
92,FCX,2023-01-01,36.787399897424066,2024-01-01,41.27713299198299,4.489733094558922,12.20454043253354,0.10046160313924,0.01226087697429993
157,MS,2023-01-01,79.02249682083249,2024-01-01,88.8125384061789,9.790041585346415,12.388929708894612,0.35778648319882,0.04432591591142784
109,HCA,2023-01-01,237.62128324454912,2024-01-01,267.41094241866375,29.789659174114632,12.536612363740355,0.13836367064722,0.017346117041284366
89,F,2023-01-01,9.680764490871058,2024-01-01,10.896348436110877,1.2155839452398194,12.556693703127605,0.07064447112074,0.00887060985682576
176,ORLY,2023-01-01,842.4299926757812,2024-01-01,948.8900146484375,106.46002197265625,12.63725447790753,0.12662264308739998,0.01600162563360733
245,WMB,2023-01-01,29.628018493338693,2024-01-01,33.45033639274651,3.822317899407814,12.901024414667456,0.11731177120881,0.015134420244927406
153,MNST,2023-01-01,50.8849983215332,2024-01-01,57.52000045776367,6.635002136230469,13.039210681122709,0.0904937872343,0.011799675570807305
64,CSX,2023-01-01,30.10553240794536,2024-01-01,34.03316078308202,3.9276283751366563,13.046201349025432,0.11050266174083001,0.014416399746741176
49,CHTR,2023-01-01,342.05999755859375,2024-01-01,386.8399963378906,44.779998779296875,13.091270273901646,0.08991615814345,0.011771167282467864
194,PSA,2023-01-01,259.0017259834617,2024-01-01,293.27379398971766,34.27206800625595,13.232370508775821,0.0937649701054,0.012407328251789414
177,OTIS,2023-01-01,76.19139325556202,2024-01-01,86.64155353825358,10.450160282691556,13.71567028265189,0.06723978005614,0.009222386531280486
174,OKE,2023-01-01,58.40403852605923,2024-01-01,66.48075475880873,8.076716232749497,13.829037231981408,0.10519823685023999,0.014547903341407674
18,AMGN,2023-01-01,242.77487052064063,2024-01-01,276.6193618573278,33.844491336687184,13.940689686748176,0.25471211505921,0.035508625554957436
107,GS,2023-01-01,325.3524680139643,2024-01-01,372.09653308686796,46.74406507290365,14.367207772617041,0.31971277914314,0.045933799255103165
144,MCD,2023-01-01,250.15437567841028,2024-01-01,286.4153640803326,36.26098840192233,14.495444384526055,0.37734940924097005,0.05469847375186243
36,BLK,2023-01-01,679.7902226626587,2024-01-01,781.131242286117,101.34101962345824,14.907690085114394,0.28664127344873,0.04273159270176196
244,WM,2023-01-01,152.47046762591503,2024-01-01,175.20733892582012,22.73687129990509,14.912311645616386,0.14863153179178998,0.02216439722444512
38,BRK-B,2023-01-01,310.07000732421875,2024-01-01,356.32000732421875,46.25,14.91598636034461,1.7609418414279598,0.2626618448809957
151,MMC,2023-01-01,160.98481196373868,2024-01-01,185.85044967178374,24.865637708045057,15.445952574486322,0.18709147150666,0.02889805995982729
224,TMUS,2023-01-01,135.92952586293174,2024-01-01,157.47279519036388,21.543269327432142,15.848851962564694,0.45997825436772,0.07290127259472921
74,DFS,2023-01-01,93.75552096149124,2024-01-01,108.66794264137431,14.912421679883067,15.905646437619533,0.07821815210119,0.012441102723254755
33,BK,2023-01-01,42.872354644267126,2024-01-01,50.25375427158747,7.3813996273203415,17.217154710926007,0.10153513664986,0.01748146156295653
97,FTNT,2023-01-01,49.529998779296875,2024-01-01,58.099998474121094,8.569999694824219,17.30264467199302,0.13401975014147,0.023188961157271412
41,C,2023-01-01,41.87059664420532,2024-01-01,49.11853925570889,7.247942611503568,17.31033993399434,0.23542700868338,0.04075321549952745
11,AFL,2023-01-01,68.4665334194685,2024-01-01,80.35841956645393,11.891886146985428,17.36890354025718,0.10263507408261,0.017826587015880028
17,AME,2023-01-01,138.3732761627315,2024-01-01,162.73439253282243,24.36111637009091,17.605362137586045,0.07630569162893999,0.013433893342864565
45,CBRE,2023-01-01,78.04000091552734,2024-01-01,92.41999816894531,14.379997253417969,18.42644423977298,0.0711109870835,0.013103226383293292
222,TJX,2023-01-01,77.20067141831936,2024-01-01,91.54264253088247,14.341971112563115,18.577521217205156,0.24674573561194998,0.04583924138585895
202,ROST,2023-01-01,114.13625629921987,2024-01-01,136.1421431447728,22.005886845552936,19.280365029550516,0.08853304362004,0.017069493981714895
189,PLD,2023-01-01,107.35859356505023,2024-01-01,128.65066962744535,21.292076062395125,19.83267045082323,0.17216272488319,0.03414446586524052
35,BKR,2023-01-01,27.782188765532666,2024-01-01,33.399683869582205,5.617495104049539,20.219771564646322,0.07178098937109,0.014513952077677455
13,AJG,2023-01-01,184.80399174707276,2024-01-01,222.45358134256955,37.64958959549679,20.372714484990638,0.12723284413913,0.025920784067598096
121,ITW,2023-01-01,210.9510682939064,2024-01-01,254.2258889163505,43.27482062244411,20.514150969907256,0.13750642379991002,0.02820827537163402
158,MSCI,2023-01-01,457.8141672185255,2024-01-01,551.8642356823326,94.05006846380712,20.54328485184575,0.08527671710033,0.017518638906223447
71,DAL,2023-01-01,32.655757828104406,2024-01-01,39.44821398983181,6.792456161727401,20.800179243985063,0.07073620319518001,0.01471325705498693
200,REGN,2023-01-01,720.933520223884,2024-01-01,872.7883998214464,151.85487959756244,21.063645306768965,0.1387599579251,0.029227905365164918
115,IBM,2023-01-01,128.87536627881343,2024-01-01,156.10903138424536,27.233665105431925,21.131784833506252,0.37157126128858003,0.07851963943864804
232,UNP,2023-01-01,196.7304546132624,2024-01-01,238.3645442270312,41.63408961376879,21.16301194729312,0.24685471166568,0.05224189212226384
7,ADI,2023-01-01,159.0735832855242,2024-01-01,192.94328656509606,33.869703279571866,21.291846565610136,0.18909858226522,0.0402625799936547
243,WFC,2023-01-01,39.115190761106525,2024-01-01,47.552176135052285,8.43698537394576,21.569587696693333,0.42134876359495,0.0908831910725458
215,SYK,2023-01-01,242.40492672386756,2024-01-01,294.87983652908144,52.47490980521388,21.647625118193243,0.25006302033538,0.0541327052014344
142,MA,2023-01-01,345.3282203755187,2024-01-01,421.0304308119797,75.70221043646103,21.921814079990483,0.87193282229185,0.19114349220523316
225,TRGP,2023-01-01,69.71594482842723,2024-01-01,85.0580474183807,15.34210258995347,22.006590641080443,0.06935877034187,0.01526350066282244
219,TEL,2023-01-01,112.47295081375945,2024-01-01,137.52419066065633,25.051239846896877,22.27312404062241,0.07732753741703,0.0172232583264538
90,FANG,2023-01-01,121.5750471536229,2024-01-01,148.84463208286311,27.26958492924021,22.430248285063143,0.08139387407156,0.018256848043082544
160,MSI,2023-01-01,252.496470442048,2024-01-01,309.2478352031657,56.75136476111771,22.476102205215998,0.14129771161556,0.03175821807634462
19,AMP,2023-01-01,303.4324011748222,2024-01-01,372.73724358824927,69.30484241342708,22.84029066938609,0.09287703781801,0.021213385402749127
85,EQIX,2023-01-01,634.0921516647222,2024-01-01,782.6865356327398,148.5943839680176,23.43419384357674,0.1609602547996,0.037719738120853295
119,ISRG,2023-01-01,269.5899963378906,2024-01-01,333.0,63.410003662109375,23.520903788519824,0.33606054313921,0.07904447702295074
39,BSX,2023-01-01,46.47999954223633,2024-01-01,57.459999084472656,10.979999542236328,23.62306293109752,0.23586039262439998,0.055717448979195706
187,PGR,2023-01-01,125.75284064247506,2024-01-01,155.78850287310962,30.035662230634557,23.88467892827029,0.25291591143195,0.06040815340402971
43,CAT,2023-01-01,231.2807637293755,2024-01-01,287.7431409257937,56.462377196418174,24.412915404622886,0.31795032655226,0.07762094424992545
145,MCK,2023-01-01,368.4602542710638,2024-01-01,460.02825258323446,91.56799831217069,24.851526657419935,0.13240166060798,0.03290383398085882
236,V,2023-01-01,205.71002538354762,2024-01-01,257.207874014967,51.49784863141937,25.034194874752124,1.10688708065074,0.277100268813561
201,ROP,2023-01-01,430.1319397199501,2024-01-01,538.5162397631386,108.38430004318855,25.19791952993663,0.10135940281476999,0.025540460757290065
116,ICE,2023-01-01,100.79624281191825,2024-01-01,126.45738283396737,25.661140022049125,25.458429110231602,0.15527279249214,0.03953001380408848
58,COR,2023-01-01,161.1155419644778,2024-01-01,202.73819857096726,41.62265660648944,25.834041892535893,0.07917581933559001,0.020454314335914856
9,ADSK,2023-01-01,190.6199951171875,2024-01-01,240.7899932861328,50.16999816894531,26.31937858255756,0.11558944403128,0.03042242337606607
28,AXP,2023-01-01,145.27540108431168,2024-01-01,183.85117351090048,38.5757724265888,26.553547358097507,0.37850469689955,0.10050642394384543
207,SHW,2023-01-01,235.71926741435956,2024-01-01,301.4099273704558,65.69065995609625,27.868175850310024,0.15653776364975,0.043624219246055015
211,SPG,2023-01-01,105.56303775061382,2024-01-01,135.05491232963203,29.491874579018216,27.937690319874044,0.1159265711956,0.03238720645907504
203,RSG,2023-01-01,126.4454186951335,2024-01-01,161.85265500995283,35.40723631481933,28.0019922273246,0.11478148990938002,0.03214110388283196
52,CMCSA,2023-01-01,32.677702855514255,2024-01-01,41.93636938939975,9.258666533885496,28.33328454825314,0.26312290280347,0.0745513607629307
175,ORCL,2023-01-01,80.05769201469742,2024-01-01,103.00409088315465,22.946398868457223,28.6623287419335,0.85374351921528,0.24470277409043575
124,JPM,2023-01-01,127.60354198323843,2024-01-01,164.29785454824187,36.69431256500344,28.756500011436582,1.20348036549762,0.3460788314419601
25,APH,2023-01-01,37.65617194072078,2024-01-01,48.57476342577364,10.918591485052858,28.995489775862392,0.153091193297,0.04438954130017737
212,SPGI,2023-01-01,335.5390999116183,2024-01-01,435.0915889498608,99.55248903824253,29.66941529749137,0.27456223441795996,0.08146100957953634
94,FI,2023-01-01,101.72000122070312,2024-01-01,132.3300018310547,30.610000610351562,30.092410777637202,0.21090396253712002,0.06346608675298424
135,LIN,2023-01-01,309.56023593864126,2024-01-01,404.84223942191,95.28200348326874,30.77979417942905,0.36349300231416,0.11188239796892573
198,QCOM,2023-01-01,105.78054951196192,2024-01-01,138.69238659728447,32.911837085322546,31.113316424585975,0.30560104341530003,0.09508261963463865
5,ACN,2023-01-01,260.79749858101593,2024-01-01,342.68127649907024,81.8837779180543,31.397455253052346,0.41228261620705,0.12944624993972206
120,IT,2023-01-01,339.4100036621094,2024-01-01,446.82000732421875,107.41000366210938,31.646092484957677,0.06817290778155,0.02157406144623422
155,MPC,2023-01-01,110.10764267350628,2024-01-01,145.21854815859942,35.11090548509314,31.887800549145172,0.0771229088628,0.02459279935586867
53,CME,2023-01-01,152.57524925786484,2024-01-01,202.26442194388733,49.68917268602249,32.566994271819055,0.15464776456592,0.05036412862767939
66,CTSH,2023-01-01,55.559382586467414,2024-01-01,73.83238741356497,18.27300482709756,32.88914306896619,0.07067713151228,0.023245102900115156
249,ZTS,2023-01-01,145.43179904257315,2024-01-01,193.2855586963025,47.853759653729355,32.90460543620232,0.13380109058871,0.04402672092755066
30,BA,2023-01-01,192.9499969482422,2024-01-01,257.2799987792969,64.33000183105469,33.340245062719994,0.23872432281541,0.07959127425097648
195,PSX,2023-01-01,95.38664242624063,2024-01-01,128.11202045995242,32.72537803371179,34.308134977093104,0.08200705228894,0.028135090190024855
238,VRSK,2023-01-01,175.25471272256272,2024-01-01,236.40747255027702,61.152759827714306,34.893646440493896,0.07033806624259001,0.024543516147769746
81,ECL,2023-01-01,143.85471250153532,2024-01-01,194.56606157769875,50.71134907616343,35.25178160265149,0.12139545501174,0.04279406067628363
65,CTAS,2023-01-01,108.61063417115213,2024-01-01,148.7359658739357,40.12533170278357,36.94420165115028,0.13570728722232,0.050135973846719604
48,CEG,2023-01-01,84.22160076943173,2024-01-01,115.3814313411078,31.159830571676068,36.99743330334033,0.12774583041531,0.047262678405702564
114,HWM,2023-01-01,39.102915188681415,2024-01-01,53.634390507289375,14.53147531860796,37.162127806814226,0.08100729942816999,0.030104036146345225
146,MCO,2023-01-01,278.06050726874247,2024-01-01,382.2579449638665,104.19743769512405,37.472936634765745,0.15205692300076,0.05698019440484933
78,DLR,2023-01-01,94.38610029980549,2024-01-01,129.9274289593465,35.54132865954102,37.65525702052368,0.10862428391996001,0.040902753296764315
42,CARR,2023-01-01,40.79411450995716,2024-01-01,56.20770724498136,15.413592735024196,37.78386397200016,0.11055825515098,0.04177318073606315
91,FAST,2023-01-01,44.851891945955735,2024-01-01,62.502736876590596,17.65084493063486,39.35362403865424,0.07711655659351,0.030348159753365953
242,WELL,2023-01-01,62.75753941133729,2024-01-01,87.8352779794997,25.077738568162403,39.95972245468893,0.13963394764461998,0.0557973379313158
239,VRTX,2023-01-01,288.6099853515625,2024-01-01,405.0,116.3900146484375,40.327785092626,0.18406599323276,0.07422973817951498
106,GRMN,2023-01-01,88.95891307887806,2024-01-01,125.37036930121852,36.41145622234046,40.93064422904445,0.07220129294319999,0.029552454343351364
173,ODFL,2023-01-01,141.41807134699226,2024-01-01,200.2874435026575,58.869372155665246,41.6278991750776,0.06966600794208999,0.02900049554543478
112,HLT,2023-01-01,126.8370958716977,2024-01-01,180.69491421642178,53.85781834472408,42.46219765170598,0.10939338013469,0.04645083329067413
228,TT,2023-01-01,166.881537428233,2024-01-01,239.5117870130156,72.6302495847826,43.52204006750421,0.15267170770851998,0.06644584180064499
56,COF,2023-01-01,88.82713482665595,2024-01-01,128.09927455259444,39.27213972593849,44.21187264744848,0.12262262943013001,0.05421376076060176
1,AAPL,2023-01-01,128.78264905168987,2024-01-01,186.03308758298624,57.25043853129637,44.45508688699018,6.920915243972741,3.0766988850830304
171,NXPI,2023-01-01,154.5814154873099,2024-01-01,224.48399677655746,69.90258128924756,45.22055970886494,0.09613408652147999,0.04347237199601774
93,FDX,2023-01-01,167.9188519801708,2024-01-01,246.4510321783343,78.53218019816347,46.76793538788437,0.11947972260496001,0.055878199469511176
