Ticker,Start_Date,Start_Price,End_Date,End_Price,Change,Percent_Change,Portfolio_Weight,Weighted_Impact
AAPL,2023-01-01,128.78264905168987,2024-01-01,186.03308758298624,57.25043853129637,44.45508688699018,6.920915243972741,3.0766988850830304
NVDA,2023-01-01,14.840204591713329,2024-01-01,49.23004049509409,34.38983590338076,231.73424389704041,5.93496381573215,13.753343523949837
