total_deposits,final_value,total_return,total_return_pct,annualized_return,realized_losses,tax_savings_estimate,num_transactions
170000,212579.110622406,42579.110622406006,25.046535660238824,20.74890457604175,-5056.348220825195,1516.9044662475585,180
