total_deposits,final_value,total_return,total_return_pct,annualized_return,realized_losses,tax_savings_estimate,num_transactions
193000,665040.7313127518,472040.73131275177,244.58068979935325,26.944624688717965,-27319.37176465988,8195.811529397964,632
